Est Dia in M(min),Est Dia in M(max),Epoch Date Close Approach,Relative Velocity km per sec,Miss Dist.(lunar),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
366.9061375314,820.4270648822,794649600.0,13.5763026447,136.4397735596,0,0.00132059,5.308,2458000.5,0.1902842554038815,1.189560559495507,5.883903317829792,251.5911063365942,473.8907826636587,0.96320591417408,211.4467739786354,1.415915204816935,2457797.7514800234,154.0217068187274,0.7596687109559334,True
73.2073989347,163.696720474,794649600.0,11.7404134833,129.6083068848,6,0.0452308,6.708,2458000.5,0.513906570440738,0.8653553647152513,6.812692898480357,64.12627502627186,294.0289970235248,0.4206435570219426,292.8831880645742,1.31006717240856,2457885.993670272,140.1980046848551,1.224369037218451,False
291.4439045349,651.6883821679,795859200.0,14.6506071817,191.9521636963,0,0.00864628,5.679,2458000.5,0.6596701710312648,1.039069958449247,1.660280612530236,211.1661458545495,386.8704956796536,0.3536265012455829,111.2704877710451,1.72451341565291,2458022.991311085,339.0708464948791,0.9305439520983694,True
121.4940407996,271.6689340891,795859200.0,7.5148753568,194.1811676025,0,0.072723,4.988,2458000.5,0.1806949354384842,1.298712853884236,2.883848267500705,42.7745945849694,540.5901587784003,1.064042018598494,283.6789058830172,1.533383689169977,2458116.9552514236,282.4479213473536,0.6659388709803942,False
253.8370293645,567.5968528656,795859200.0,14.3828211868,163.7558441162,0,0.286119,5.55,2458000.5,0.6085291129034922,1.067729565398203,19.76609421451883,228.3483095782694,402.9863441432185,0.4179850401456034,179.9055930928364,1.717474090650803,2458175.9619568433,203.2544790124766,0.8933305190908865,False
278.3267680719,622.3575733667,795859200.0,16.5382492667,144.8878479004,0,0.00632801,5.118,2458000.5,0.2001586683140727,1.225054256082759,23.76674096359197,157.1413506175398,495.2579002937377,0.9798490275727472,9.6180260171084,1.470259484592771,2458225.3960863966,196.5243824380092,0.7268940077209951,True
11.0803882126,24.7765012606,795859200.0,22.8246286413,183.9830932617,7,0.00602602,6.938,2458000.5,0.2997332703803507,0.8416315805242635,10.27694002800109,171.1772580572293,282.0210086909677,0.5893665944383424,218.2204921071237,1.093896566610185,2457932.078607813,87.3399513801906,1.276500646781531,False
183.8886720703,411.1875710413,797929200.0,8.1878859535,148.8379058838,2,0.0497576,5.797,2458000.5,0.2962061287988718,1.052079402640927,7.906473496389842,128.8405407963474,394.1587791697582,0.7404470355956286,242.293197578416,1.363711769686226,2457881.0856817695,109.0655767033018,0.9133375152985072,True
350.3926411083,783.5017643338,798534000.0,9.3048655227,14.0980396271,1,0.0215286,5.768,2457800.5,0.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,399.2937581924141,0.924256148461097,61.17301359257869,1.198138092922917,2457865.405627995,301.4816144786948,0.9015918546528368,True
167.7084621628,375.0075217981,798534000.0,26.0538805106,155.850112915,1,0.175606,4.38,2458000.5,0.5458440282992364,1.487152224729361,10.42495328796337,114.7292730820402,662.4171450359277,0.6753990636889152,354.1692340425912,2.298905385769806,2457734.9226792026,144.331764664412,0.543464194273647,False
175.6123184804,392.6810818086,798534000.0,19.2686125665,170.8631744385,0,0.0337336,5.148,2458000.5,0.523263108804333,1.182148764701506,23.27720540354022,65.77208245525733,469.4686819583911,0.5635739270145939,110.1549531441406,1.800723602388418,2457785.992688909,164.4894216808606,0.7668243140272065,True
350.3926411083,783.5017643338,798534000.0,9.3048655241,14.0980396271,1,0.020437,5.768,2458000.5,0.1290153472152782,1.061191066459368,15.0900047631558,215.4428312993687,399.2903411827814,0.924281132558361,61.18913869575113,1.198101000360374,2457865.4169557453,121.790814642756,0.9015995702115028,True
441.1181999969,986.3702813054,799916400.0,14.3425306846,88.2732086182,0,0.00433054,3.539,2458000.5,0.5324847482604941,2.10401812174821,8.168524524209124,299.0216815675574,1114.737576501411,0.9836605618535968,332.9520294576553,3.224375681642823,2457678.0535241137,104.1327876318541,0.322945962878416,True
167.7084621628,375.0075217981,800521200.0,24.7182552115,133.2619476318,2,0.00215466,4.092,2458000.5,0.5332462604352894,1.653696612656535,7.502275135786705,74.49124208498932,776.7516457501827,0.7718690780629323,250.7422433155759,2.535524147250137,2457669.892935062,153.2259944718528,0.4634686028277596,True
36.6906137531,82.0427064882,802594800.0,11.5082485302,10.0598773956,7,0.0222117,5.054,2458000.5,0.202625295607249,1.253655419096375,20.00369553323626,256.4453282720152,512.7028130962499,0.9996331192123424,38.56656343615317,1.507677718980407,2458106.3548874944,285.6728098139616,0.7021611561402084,False
319.5618867213,714.5621017269,802594800.0,18.3327339774,138.1391143799,0,0.0142281,5.208,2457800.5,0.2348032024240591,1.187057031586828,27.42819291107595,91.3017276853694,472.395556943907,0.9083322391102432,58.2930682841533,1.465781824063413,2457814.6715043797,349.2002761211894,0.7620732132388514,True
319.5618867213,714.5621017269,802594800.0,18.3327075668,138.1387329102,0,0.014981,5.208,2458000.5,0.2347705612442139,1.18707590311588,27.42934756970816,91.29622833768234,472.4068220242749,0.9083854271018824,58.30311252249622,1.465766379129877,2457814.66831711,141.6139706740252,0.7620550407324583,True
840.5334020728,1879.4898243938,803199600.0,16.1254927357,117.0762023926,0,0.0636542,3.367,2458000.5,0.5484018822965251,2.306718529428724,3.246143241153584,213.2863017826745,1279.647443089683,1.041709745961739,98.0395632854609,3.571727312895709,2457601.275168723,112.3129187151667,0.2813274874607551,False
105.8168859331,236.6137501138,803199600.0,13.4752350082,25.5261440277,7,0.0589302,5.364,2458000.5,0.30977234666475,1.150231297936064,20.01862819566331,268.0963340337385,450.5844479129489,0.7939214495671685,70.135953631271,1.50654114630496,2458052.23419338,318.6663283583578,0.7989623291870707,False
66.7659413495,149.2931834393,803199600.0,4.3317191588,36.6729354858,5,0.0949569,4.633,2458000.5,0.2318209307064729,1.438387666344343,7.096661497807136,253.4295183007643,630.1041683088879,1.104939298815686,18.92836310165708,1.771836033873,2458088.2088474487,309.8889442894267,0.5713341033216619,False
1332.1556669813,2978.7906279817,803804400.0,13.1145420116,17.9315795898,0,0.0436453,7.557,2458000.5,0.3399797159866457,0.7531844336406677,24.9272962782371,272.6928189515696,238.7538758060025,0.4971170038059509,156.6239373490321,1.009251863475384,2458103.876113845,204.1265053446825,1.507828925434974,True
242.4124811008,542.0507863358,803804400.0,11.0655789028,190.2953033447,0,0.0270542,5.556,2458000.5,0.4614920351674892,1.087142228849047,18.2835214315469,246.750955268562,414.0263438840223,0.5854347491409798,256.0421444347076,1.588849708557113,2458057.798667411,310.1782421031937,0.8695098882423862,True
10.1054341542,22.5964377109,803804400.0,12.5521761782,47.3763198853,1,0.00108035,6.997,2458000.5,0.3884472788369994,0.830728067890893,5.059664077001305,166.1544806171286,276.5583358674995,0.5080340104651575,319.7961989090851,1.153422125316629,2458016.8025449114,338.7787406603182,1.301714514844629,False
9.6506146958,21.5794304844,803804400.0,12.5265347443,145.2808227539,7,0.00396247,6.385,2458000.5,0.3601241569688025,0.9297454068141836,0.4952217100602064,323.4926064565487,327.4496187621624,0.5949216259896094,264.2658160994401,1.264569187638758,2458072.03320699,281.3559795432977,1.099405769232182,False
128.9302950744,288.2969041454,803804400.0,12.8353276218,123.2814102173,5,0.119136,4.491,2458000.5,0.294842973658921,1.498548586522003,6.801303325578496,56.16673208709447,670.0460779441441,1.056712065099482,259.3072848150319,1.940385107944523,2457965.063673359,19.03910493734082,0.5372764826928963,False
483.6764882185,1081.533506775,805186800.0,24.3634556187,176.5213623047,0,0.00197078,4.054,2458000.5,0.4921266252859243,1.694978563392385,7.83911684920814,326.9024685776038,806.0180023830769,0.8608344830581066,233.0557394203598,2.529122643726664,2457919.6516182907,36.11013318463239,0.4466401481550315,True
201.6299194428,450.8582061718,805186800.0,8.9531690586,53.8007011414,0,0.0355235,6.454,2456346.5,0.4120948370750944,0.9138520280653584,5.208499321631484,205.2425729545676,319.0893040944803,0.53725832544902,211.1301076969899,1.290445730681697,2456372.82623736,330.2984546084541,1.128210802996412,True
334.6223744549,748.2383760735,805186800.0,31.6077353288,160.6244354248,0,0.00803028,3.594,2458000.5,0.5374951507131843,1.854462055451618,38.50091552904151,124.7942812859417,922.4128707956812,0.8576976934647692,237.7160546006993,2.851226417438468,2458244.0678961785,264.9401353771952,0.3902807640676793,True
483.6764882185,1081.533506775,805186800.0,32.1814057516,92.6276397705,0,0.22291,5.289,2458000.5,0.790756960368756,1.064507657848714,43.56115448362104,276.4541321668485,401.1636849031553,0.2227408180390012,160.10543676,1.906274497658426,2457979.536854731,18.81210234352095,0.897389304036599,False
483.6764882185,1081.533506775,805186800.0,32.1814058882,92.6276245117,0,0.22291,5.289,2458000.5,0.7907569689137183,1.064507658028576,43.56115504220871,276.4541314999233,401.1636850048279,0.2227408089804583,160.1054355754493,1.906274507076694,2457979.536854091,18.8121029128578,0.8973893038091608,False
253.8370293645,567.5968528656,805791600.0,31.1285563305,186.6299285889,1,0.00799405,3.918,2458000.5,0.6073127022277187,1.73386919363144,0.9209450537747632,317.3928578023471,833.9171826189519,0.6808684083377344,228.7276848309123,2.786869978925145,2458218.5062927664,265.8872187409405,0.4316975444364929,True
699.1252322458,1563.2915440869,806396400.0,15.3422196651,172.4433135986,0,0.0451383,5.169,2458000.5,0.2780787999190192,1.189569735081815,30.1225406141259,292.4757569846702,473.8962656558362,0.8587756107302781,84.2046886005298,1.520363859433351,2458067.793321121,308.879960955237,0.759659921569096,True
231.5021222103,517.6544821978,806396400.0,15.4140722175,187.3246002197,2,0.0449381,7.609,2458000.5,0.2710734108752346,0.7521531361361501,19.1976308267857,358.6587800949906,238.2636732212871,0.5482644200232192,347.4623459991788,0.956041852249081,2458042.556090056,296.4561445080394,1.510931125726625,True
192.5550781879,430.566244241,807865200.0,14.6993080325,115.90650177,0,0.143015,4.911,2458000.5,0.249441069304206,1.310034736062646,14.97551130247512,119.3113637536016,547.6746555831121,0.983258270673526,267.3785244832686,1.636811201451766,2458217.784534408,217.173539820518,0.6573245563403077,False
840.5334020728,1879.4898243938,807865200.0,21.255850666,118.7402191162,0,0.0197173,3.356,2458000.5,0.5749602982938385,2.237486605660774,16.14284854240449,116.8191316160531,1222.472485465145,0.9510206394415868,139.3276943771838,3.52395257187996,2458453.144808691,226.7028231177015,0.2944851555190803,True
105.8168859331,236.6137501138,807865200.0,16.0610662796,190.6377563477,1,0.013789,6.449,2458000.5,0.5146651431643737,0.9061444567592144,8.805309986974386,211.1157354680615,315.0609541635102,0.4397834901936297,44.6338158622501,1.372505423324799,2458106.754743089,238.5895014705892,1.142636036749788,True
35.0392641108,78.3501764334,809074800.0,15.8283192329,129.9623260498,6,0.00908397,7.176,2458000.5,0.3623412818111571,0.8045111682670718,14.95651571067213,206.1288496349375,263.5703437193372,0.5130035603257895,327.946014101613,1.096018776208354,2458032.7400764013,315.9645924472466,1.3658592803724,False
366.9061375314,820.4270648822,810543600.0,20.9869210498,187.0169372559,1,0.0261387,4.943,2457600.5,0.2453492870265468,1.249949556315622,34.84177629327663,149.9465216640271,510.4311345016312,0.943275323854436,309.2586559908565,1.556623788776809,2457720.0113229025,275.7103214581483,0.705286131010587,True
366.9061375314,820.4270648822,810543600.0,20.9868479851,187.0157470703,0,0.0287566,4.943,2458000.5,0.2453827326983622,1.249866955593947,34.8408230892633,149.9422270457515,510.380538919628,0.943171186520922,309.2546882817978,1.556562724666972,2458230.387511672,197.8474532414083,0.7053560481793584,True
152.9519353442,342.0109247198,811753200.0,33.0137345686,166.8002319336,0,0.0443814,2.976,2458000.5,0.7429197714072429,2.535083408794546,8.9477678748622,344.1615922444419,1474.303193711644,0.651719822234608,118.2595343760776,4.418446995354484,2457387.129860144,149.7746537414765,0.244183151427407,True
24.3868089865,54.5305626481,811753200.0,20.0603526459,127.0911483765,6,0.0240122,6.825,2458000.5,0.3260357937467516,0.8530614548537201,18.67301195226717,181.707208288901,287.7854980609809,0.5749328863057288,323.6011374134225,1.131190023401711,2458114.1579088126,217.8217198282911,1.250931691921867,False
319.5618867213,714.5621017269,813135600.0,24.4364336236,169.9062194824,0,0.22486,6.606,2458000.5,0.4224555943413243,0.8702809086347039,32.22691479429755,29.79498678119862,296.5429554833809,0.5026258701335222,187.3922816371673,1.237935947135886,2457928.629332035,87.25022796535129,1.213989384482868,False
402.3045798343,899.5803881691,813135600.0,15.4776155215,81.2505874634,1,0.00672532,3.275,2458000.5,0.7119507498168253,2.176240135386807,13.30368650062958,355.4787924280728,1172.623653188909,0.6268643392167003,86.23064422521149,3.725615931556913,2458259.9571243944,280.3456586195321,0.3070038703560113,True
35.0392641108,78.3501764334,813740400.0,4.5430541949,164.2456359863,8,0.0247658,4.545,2450164.5,0.398751214499961,1.455118168066537,2.698883026018024,12.47108401797542,641.1295905154959,0.8748880313090469,93.6900603202154,2.035348304824027,2450100.3171166647,36.039263110496,0.5615089450333192,False
92.1626548503,206.0819612321,813740400.0,12.9802265886,67.3952102661,3,0.0259126,5.372,2458000.5,0.2597323195329087,1.16651991571092,5.035044225594919,28.8520216092119,460.1894557939667,0.8635369922219897,271.6146744029957,1.46950283919985,2457770.912607256,179.6031185576674,0.7822865028032653,False
608.9126221057,1361.5700153859,814345200.0,18.153807376,96.6250228882,0,0.00221412,5.673,2458000.5,0.1945443757838803,1.069295734937423,24.8308415698602,39.13339239024656,403.8733332440123,0.8612702636556564,78.20976413384204,1.277321206219189,2458150.9789086673,225.8678286950511,0.8913685811053415,True
581.5070396458,1300.2892700427,815817600.0,11.6471067312,182.3140716553,1,0.013395,6.017,2458000.5,0.4685677328906181,0.9895267061027035,9.91682854015037,152.4478065215989,359.5337847595645,0.5258664207894388,55.04820444943432,1.453186991415969,2458083.8599596918,276.5319456445037,1.001296721643968,True
421.2646105562,941.9763057186,816422400.0,12.1380316514,137.8553009033,0,0.0338689,4.744,2458000.5,0.4007049618331717,1.341419601931606,21.59647394036671,356.5206024962067,567.4732566875158,0.8039061115373333,64.62687148731517,1.878933092325878,2457993.823002468,4.235828002711376,0.6343911290223799,True
319.5618867213,714.5621017269,817027200.0,13.121608316,140.5167694092,0,0.0247891,5.31,2458000.5,0.2365803036841376,1.162054188805341,25.00778018028834,57.87465674677426,457.5494078476248,0.887135055920349,240.7970766723728,1.436973321690333,2458141.9736276018,248.6885108731514,0.7868002751735369,True
350.3926411083,783.5017643338,817027200.0,7.9524044024,104.9228057861,1,0.0215286,5.768,2457800.5,0.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,399.2937581924141,0.924256148461097,61.17301359257869,1.198138092922917,2457865.405627995,301.4816144786948,0.9015918546528368,True
3.0517923259,6.824015094,817027200.0,19.1262861676,182.3579406738,7,0.00110619,5.481,2458000.5,0.2022066654251082,1.139867612715609,1.404650461741398,221.3622191958433,444.5084774896044,0.9093787837223068,297.5330995701773,1.370356441708911,2457852.9460919327,119.5014484404572,0.8098833165862831,False
53.0340723319,118.5877908577,817027200.0,6.7724555122,68.0725326538,3,0.0565851,5.584,2458000.5,0.1140460414326024,1.113917071953576,7.05651930338303,192.9525065102372,429.4155003990329,0.9868792394130758,284.8134146915102,1.240954904494077,2457830.2269943515,142.7481820673409,0.8383488711177666,False
350.3926411083,783.5017643338,817027200.0,7.9524044759,104.9228057861,1,0.020437,5.768,2458000.5,0.1290153472152782,1.061191066459368,15.0900047631558,215.4428312993687,399.2903411827814,0.924281132558361,61.18913869575113,1.198101000360374,2457865.4169557453,121.790814642756,0.9015995702115028,True
127.2198785394,284.4722965033,817027200.0,8.9768962821,157.3890228271,2,0.318512,4.806,2458000.5,0.06950169431499868,1.360874576016335,15.62269162411454,233.8821450993128,579.8632399463864,1.266291487232994,84.04221652066524,1.455457664799676,2458003.960486605,357.8516051854995,0.62083604408737,False
581.5070396458,1300.2892700427,818409600.0,19.3001496201,154.4904632568,0,0.0624827,2.71,2458000.5,0.6758869219402301,3.238893068291941,18.47384237256166,230.8272399702529,2129.086675289391,1.049767601870554,173.863021292596,5.428018534713329,2458609.682966833,256.9953310942828,0.1690865873044214,False
699.1252322458,1563.2915440869,819014400.0,24.0740291824,171.4177398682,0,0.010566,7.912,2454724.5,0.4179262386660452,0.7184976905003903,7.341854914201308,82.00123323283424,222.4520906135928,0.4182186532193219,167.2965171869824,1.018776727781459,2454797.9123443547,241.1948950677448,1.618325991034775,True
461.9074602816,1032.8564805039,819014400.0,16.1934694025,104.6102142334,0,0.143818,4.621,2458000.5,0.4484890787234436,1.39649036846182,14.83114862551176,22.05535256630601,602.7751558017376,0.7701796896642161,145.6407166642084,2.022801047259424,2457955.349707176,26.96545347008091,0.5972376209188186,False
265.8,594.3468684194,819014400.0,11.3141276378,115.4426269531,2,0.0331774,6.962,2458000.5,0.2820310927535006,0.8372024786502689,13.89965502865119,57.80375669977673,279.7977289150466,0.6010853487405943,315.1638598580114,1.073319608559943,2457864.450722516,175.0469529693104,1.286643752956639,True
101.054341542,225.9643771094,819619200.0,12.111926908,145.4807128906,1,0.0113586,5.9,2458000.5,0.5567337012305469,1.006605851989085,0.8481960586753917,127.0622179919935,368.882118331136,0.4461944503308738,186.8452503669185,1.567017253647297,2458094.414798558,268.3465264350019,0.9759215264450344,True
384.1978910643,859.0926012318,821692800.0,21.1587628409,179.0328674316,0,0.0683833,4.651,2458000.5,0.3790170742696508,1.396228061943835,15.45231677256388,58.80444933705014,602.6053324743364,0.8670337868926979,139.8599008943959,1.925422336994972,2457976.8391199247,14.13515010239524,0.597405931543647,False
699.1252322458,1563.2915440869,821692800.0,33.9284382992,101.6154327393,1,0.217108,3.97,2458000.5,0.502936667954702,1.532200384377786,52.23787326605067,124.9900565678005,692.7424118300337,0.7616006284199084,9.783093931778303,2.302800140335663,2457725.0825381926,143.1272065305468,0.5196736822406753,False
146.0679642714,326.6178974458,822297600.0,23.5889568587,113.23072052,3,0.0463696,7.883,2458000.5,0.4710774057331394,0.7142123806368134,23.86194498791281,290.1493206992338,220.4649165343847,0.3777630652239338,33.14602213699401,1.050661696049693,2457985.76437998,24.06198360552845,1.632912871848491,True
667.6594134952,1492.931834393,823766400.0,11.5254495776,42.0892372131,0,0.0132207,5.842,2458000.5,0.1921846715300752,1.034906113896623,21.46918685795774,322.780633928786,384.5473791565931,0.8360130223329336,98.98782142962835,1.233799205460312,2458123.139534391,245.1890956126276,0.9361655273521002,True
55.5334911581,124.1766612574,823766400.0,10.4465992375,3.377550602,2,0.00254036,6.831,2458000.5,0.3867949629851297,0.8552311489314504,2.892604278535861,321.6436242761665,288.8841352421323,0.52443204833678,44.51354434991903,1.186030249526121,2458109.192546316,224.5501365423565,1.246174351866921,False
211.1324447897,472.1064988055,823766400.0,32.3499906347,144.381942749,4,0.0484137,3.908,2458000.5,0.6711475607345625,1.688089846661504,12.27143257831406,134.4972866968478,801.1092815969854,0.5551324637738538,251.3421943530363,2.821047229549154,2458090.431365018,319.5869225956779,0.449376893102963,True
146.0679642714,326.6178974458,823766400.0,11.2691646834,69.5748443604,5,0.0427367,4.053,2458000.5,0.4523207253538421,1.70299590939779,12.06866944543857,8.788946167322639,811.7435267883536,0.932695564384356,160.495989428116,2.473296254411225,2458260.253455029,244.801983970872,0.4434898316027631,True
461.9074602816,1032.8564805039,824371200.0,31.3915350379,163.7501831055,1,0.0513984,7.009,2458000.5,0.4870175316009247,0.8124996321549045,28.86867583079357,166.1939032301723,267.5057899499338,0.4167980668761637,131.4820293780327,1.208201197433645,2457939.259566415,82.41524826318378,1.345765263874764,False
201.6299194428,450.8582061718,824371200.0,3.6966578525,104.4092407227,1,0.261067,3.76,2458000.5,0.3720973794956973,1.984894009177785,6.65477579362635,321.3535010690507,1021.420119814094,1.246320149786023,178.9564441898484,2.723467868569548,2458292.340744285,257.1405928818041,0.3524504687312431,False
53.0340723319,118.5877908577,824976000.0,6.368218127,68.8212432861,4,0.0252684,5.845,2458000.5,0.2353537364421963,1.046237996657044,1.562718008792176,20.45385430902011,390.8806389216177,0.8000019749360107,159.1427095913275,1.292474018378077,2457969.791802334,28.28216611151354,0.920997266565024,False
461.9074602816,1032.8564805039,824976000.0,40.1655003941,156.6921691895,0,0.197415,3.374,2458000.5,0.8301290015713686,1.900646146975765,19.30532651350665,172.1573670438754,957.0846065208189,0.3228646586463046,203.7788882856287,3.478427635305227,2457759.437058244,90.67396804931032,0.3761422945758863,False
201.6299194428,450.8582061718,826272000.0,17.0307142526,13.5039710999,0,0.0118739,5.126,2458000.5,0.5311350633464,1.207352901316726,1.398947913297695,108.9361730794399,484.5624672744042,0.566085441594407,314.4934961838656,1.848620361039046,2457853.6216843682,109.1215213691514,0.7429382676395665,True
29.1443904535,65.1688382168,827481600.0,8.9744514162,75.8802032471,4,0.0248379,5.503,2458000.5,0.1551877075385778,1.135946759642179,2.4723345834316,15.39358391881324,442.2169576560004,0.959661786127433,102.3995267673413,1.312231733156924,2458078.91077698,296.1673512871855,0.8140800432172555,False
221.0828103591,494.3561926196,828946800.0,11.666506366,142.795791626,1,0.0379013,5.327,2458000.5,0.1905611641248768,1.166841454413402,21.09939805413952,196.7630114318255,460.3797383359293,0.9444867885112196,154.5874134281157,1.389196120315584,2458198.228673494,205.383459499864,0.7819631708841966,True
201.6299194428,450.8582061718,829551600.0,17.8223939758,24.3929386139,0,0.0108978,4.187,2458000.5,0.5552919817551426,1.592525299226635,2.17319489354905,351.9605677733203,734.0538780616956,0.7082087698238752,297.1892484576257,2.476841828629394,2458310.454797992,207.9897312554677,0.4904272162563833,True
461.9074602816,1032.8564805039,829551600.0,11.7742479359,146.7656555176,1,0.0160302,7.06,2458000.5,0.286890658468444,0.8263226900946545,1.327445308802628,92.06991506419344,274.3613582894533,0.589258429425983,71.73387784619896,1.063386950763326,2458113.0763187185,212.2843195144033,1.312138131420815,True
201.6299194428,450.8582061718,830156400.0,23.7677487531,69.557800293,3,0.0281473,6.681,2458000.5,0.6205252129223062,0.8607400158750946,4.559941010630234,293.9197687415524,291.6798430372066,0.3266291342534523,63.07430147068387,1.394850897496737,2458122.9965577126,208.8110788964757,1.234229956555752,True
139.4938229344,311.9176705226,831538800.0,14.4385209613,145.2971954346,1,0.0298549,5.245,2458000.5,0.4419525981798083,1.171281901667405,19.5374160223805,9.050147492153574,463.0102186051064,0.6536308220245088,256.0761755264923,1.688932981310302,2458110.1425691294,274.7506398336832,0.7775206367681442,True
14.6067964271,32.6617897446,832143600.0,18.0081022198,137.0873413086,7,0.00155558,7.471,2458000.5,0.3751314373789389,0.7685044424731997,10.61402197650685,189.4290073641288,246.0752870602644,0.4802142663361282,206.3336353841463,1.056794618610271,2457934.7631879114,96.17078023053992,1.462966900499176,False
183.8886720703,411.1875710413,832748400.0,11.9123056662,68.48021698,0,0.000135863,5.719,2458000.5,0.2008474662273823,1.076207967429487,7.191869414357382,250.6909120294943,407.795783743418,0.8600543240375536,84.60446236258967,1.292361610821421,2458050.122567627,316.193455013807,0.882794806496845,True
183.8886720703,411.1875710413,834217200.0,16.1739957352,79.8064575195,0,0.0505078,5.969,2458000.5,0.3009269177868669,1.010260010408667,13.05216300682719,252.3100536763927,370.8926018059071,0.7062455793130589,123.7544397406751,1.314274441504276,2458102.13267524,261.3521356091909,0.9706313856009258,False
581.5070396458,1300.2892700427,834217200.0,21.9450477723,74.4598693848,0,0.031732,2.962,2458000.5,0.7023873092654048,2.672459522139529,5.852198107099878,13.86004843130411,1595.751020497633,0.7953578692632357,319.815769237515,4.549561175015823,2458203.923255742,314.107895826801,0.2255991037296873,True
40.2304579834,89.9580388169,834822000.0,11.006040187,131.6586456299,0,0.012946,6.101,2458000.5,0.01296125557883429,0.9925462692961412,10.74760091756775,106.3717237836368,361.1807278371487,0.9796816234259752,101.6388260670472,1.005410915166307,2458172.5804822166,188.4820622381388,0.9967309223716914,False
221.0828103591,494.3561926196,835426800.0,10.203131584,33.3080482483,0,0.0538301,7.351,2457600.5,0.4834429433842949,0.7792537736381295,6.059105248565197,114.4535882317424,251.2562062352404,0.4025290356671931,0.7517608573124086,1.155978511609066,2457707.604409445,206.5407562341112,1.432800428670596,False
132.6034967669,296.5104328249,835426800.0,13.8133903007,108.8104553223,5,0.225123,3.346,2458000.5,0.4915717064452577,2.308173282633428,19.80103120385666,258.7854965898694,1280.858166029026,1.173540603317962,42.56499788644889,3.442805961948894,2457962.3436542526,10.72428222998803,0.2810615644635254,False
